22,0,4,0,0,1,1,0
0,24,0,0,0,5,0,0
0,0,26,0,1,1,1,0
1,0,2,17,0,1,7,1
4,0,3,3,10,3,3,3
0,0,0,0,0,13,1,0
1,6,4,0,1,4,13,0
2,0,3,1,0,0,0,23
